Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2018 Q2,,,Number,17
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2018 Q3,,,Number,24
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2018 Q4,,,Number,31
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2019 Q1,,,Number,10
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2019 Q2,,,Number,16
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2019 Q3,,,Number,11
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2019 Q4,,,Number,25
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2020 Q1,,,Number,23
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2020 Q2,,,Number,53
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2020 Q3,,,Number,81
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2020 Q4,,,Number,76
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2021 Q1,,,Number,65
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2021 Q2,,,Number,68
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2021 Q3,,,Number,87
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2021 Q4,,,Number,66
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2022 Q1,,,Number,75
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2022 Q2,,,Number,72
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2022 Q3,,,Number,61
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2022 Q4,,,Number,79
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2023 Q1,,,Number,86
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2023 Q2,,,Number,88
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2023 Q3,,,Number,70
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2023 Q4,,,Number,86
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2024 Q1,,,Number,90
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Manitoba,46,By quarter,2024 Q2,,,Number,108
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2016,,,Crude rate,6.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2017,,,Crude rate,9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2018,,,Crude rate,10.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2019,,,Crude rate,10.7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2020,,,Crude rate,16.7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2021,,,Crude rate,19.3
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2022,,,Crude rate,16.7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2023,,,Crude rate,16.9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2024 (Jan to Jun),,,Crude rate,15.6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2016,,,Number,867
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2017,,,Number,1265
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2018,,,Number,1511
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2019,,,Number,1560
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2020,,,Number,2464
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2021,,,Number,2861
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2022,,,Number,2534
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2023,,,Number,2647
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By year,2024 (Jan to Jun),,,Number,1258
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2016 Q1,,,Number,214
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2016 Q2,,,Number,218
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2016 Q3,,,Number,195
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2016 Q4,,,Number,240
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2017 Q1,,,Number,238
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2017 Q2,,,Number,311
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2017 Q3,,,Number,414
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2017 Q4,,,Number,302
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2018 Q1,,,Number,316
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2018 Q2,,,Number,334
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2018 Q3,,,Number,406
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2018 Q4,,,Number,455
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2019 Q1,,,Number,458
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2019 Q2,,,Number,480
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2019 Q3,,,Number,247
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2019 Q4,,,Number,375
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2020 Q1,,,Number,472
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2020 Q2,,,Number,631
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2020 Q3,,,Number,635
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2020 Q4,,,Number,726
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2021 Q1,,,Number,738
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2021 Q2,,,Number,732
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2021 Q3,,,Number,681
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2021 Q4,,,Number,710
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2022 Q1,,,Number,645
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2022 Q2,,,Number,592
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2022 Q3,,,Number,621
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2022 Q4,,,Number,676
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2023 Q1,,,Number,660
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2023 Q2,,,Number,689
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2023 Q3,,,Number,663
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2023 Q4,,,Number,635
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2024 Q1,,,Number,603
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Ontario,35,By quarter,2024 Q2,,,Number,655
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2016,,,Crude rate,3.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2017,,,Crude rate,3.4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2018,,,Crude rate,2.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2019,,,Crude rate,2.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2020,,,Crude rate,3.8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2021,,,Crude rate,3.4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2022,,,Crude rate,6.2
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2023,,,Crude rate,6.1
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2024 (Jan to Jun),,,Crude rate,7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2016,,,Number,263
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2017,,,Number,280
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2018,,,Number,211
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2019,,,Number,213
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2020,,,Number,321
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2021,,,Number,293
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2022,,,Number,540
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2023,,,Number,536
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By year,2024 (Jan to Jun),,,Number,319
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2016 Q1,,,Number,68
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2016 Q2,,,Number,64
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2016 Q3,,,Number,68
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2016 Q4,,,Number,63
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2017 Q1,,,Number,65
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2017 Q2,,,Number,79
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2017 Q3,,,Number,69
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2017 Q4,,,Number,67
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2018 Q1,,,Number,55
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2018 Q2,,,Number,51
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2018 Q3,,,Number,42
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2018 Q4,,,Number,63
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2019 Q1,,,Number,54
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2019 Q2,,,Number,56
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2019 Q3,,,Number,52
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2019 Q4,,,Number,51
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2020 Q1,,,Number,56
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2020 Q2,,,Number,80
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2020 Q3,,,Number,97
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2020 Q4,,,Number,88
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2021 Q1,,,Number,73
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2021 Q2,,,Number,78
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2021 Q3,,,Number,70
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2021 Q4,,,Number,72
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2022 Q1,,,Number,116
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2022 Q2,,,Number,136
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2022 Q3,,,Number,143
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2022 Q4,,,Number,145
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2023 Q1,,,Number,110
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2023 Q2,,,Number,126
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2023 Q3,,,Number,127
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2023 Q4,,,Number,173
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2024 Q1,,,Number,160
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,Quebec,24,By quarter,2024 Q2,,,Number,159
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2016,,,Crude rate,4.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2017,,,Crude rate,5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2018,,,Crude rate,3.9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2019,,,Crude rate,4.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2020,,,Crude rate,5.7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2021,,,Crude rate,5.9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2022,,,Crude rate,9.5
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2023,,,Crude rate,11.8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2024 (Jan to Jun),,,Crude rate,4.4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2016,,,Number,34
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2017,,,Number,38
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2018,,,Number,30
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2019,,,Number,35
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2020,,,Number,45
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2021,,,Number,47
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2022,,,Number,77
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2023,,,Number,98
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By year,2024 (Jan to Jun),,,Number,19
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2016 Q1,,,Number,12
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2016 Q2,,,Number,4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2016 Q3,,,Number,10
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2016 Q4,,,Number,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2017 Q1,,,Number,10
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2017 Q2,,,Number,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2017 Q3,,,Number,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2017 Q4,,,Number,12
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2018 Q1,,,Number,8
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2018 Q2,,,Number,4
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2018 Q3,,,Number,9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2018 Q4,,,Number,9
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2019 Q1,,,Number,6
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2019 Q2,,,Number,7
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2019 Q3,,,Number,15
Opioids,Deaths,Overall numbers,Total apparent opioid toxicity deaths,New Brunswick,13,By quarter,2019 Q4,,,Number,7
