,Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value,Country
1363,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2018,,,Number,2,Canada
1364,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2019,,,Number,0,Canada
1365,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2020,,,Number,3,Canada
1366,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2021,,,Number,4,Canada
1367,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2022,,,Number,7,Canada
1368,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2023,,,Number,2,Canada
1369,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Northwest Territories,61,By year,2024 (Jan to Jun),,,Number,2,Canada
1413,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2016,,,Number,0,Canada
1414,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2017,,,Number,0,Canada
1415,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,,,Number,0,Canada
1416,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,,,Number,0,Canada
1417,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,,,Number,0,Canada
1418,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021,,,Number,0,Canada
1419,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2022,,,Number,Suppr.,Canada
1420,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2023,,,Number,0,Canada
1421,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2024 (Jan to Jun),,,Number,,Canada
1519,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2016,2016,Female,Percent,20,Canada
1520,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2016,2016,Male,Percent,80,Canada
1521,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2017,2017,Female,Percent,18,Canada
1522,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2017,2017,Male,Percent,82,Canada
1523,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,2018,Female,Percent,20,Canada
1524,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2018,2018,Male,Percent,80,Canada
1525,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,2019,Female,Percent,24,Canada
1526,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2019,2019,Male,Percent,76,Canada
1527,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,2020,Female,Percent,18,Canada
1528,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2020,2020,Male,Percent,82,Canada
1529,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2021,2021,Female,Percent,22,Canada
1530,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2021,2021,Male,Percent,78,Canada
1531,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,2022,Female,Percent,21,Canada
1532,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,2022,Male,Percent,79,Canada
1533,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,2023,Female,Percent,22,Canada
1534,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,2023,Male,Percent,78,Canada
1535,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),2024 (Jan to Jun),Female,Percent,28,Canada
1536,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),2024 (Jan to Jun),Male,Percent,72,Canada
1555,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2016,2016,Female,Percent,27,Canada
1556,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2016,2016,Male,Percent,73,Canada
1557,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2017,2017,Female,Percent,24,Canada
1558,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2017,2017,Male,Percent,76,Canada
1559,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2018,2018,Female,Percent,26,Canada
1560,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2018,2018,Male,Percent,74,Canada
1561,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2019,2019,Female,Percent,26,Canada
1562,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2019,2019,Male,Percent,74,Canada
1563,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,2020,Female,Percent,23,Canada
1564,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2020,2020,Male,Percent,77,Canada
1565,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2021,2021,Female,Percent,27,Canada
1566,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2021,2021,Male,Percent,73,Canada
1567,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2022,2022,Female,Percent,27,Canada
1568,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2022,2022,Male,Percent,73,Canada
1569,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2023,2023,Female,Percent,31,Canada
1570,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2023,2023,Male,Percent,69,Canada
1571,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2024 (Jan to Jun),2024 (Jan to Jun),Female,Percent,28,Canada
1572,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Alberta,48,By year,2024 (Jan to Jun),2024 (Jan to Jun),Male,Percent,72,Canada
1591,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2016,2016,Female,Percent,41,Canada
1592,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2016,2016,Male,Percent,59,Canada
1593,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2017,2017,Female,Percent,43,Canada
1594,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2017,2017,Male,Percent,57,Canada
1595,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2018,2018,Female,Percent,41,Canada
1596,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2018,2018,Male,Percent,59,Canada
1597,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2019,2019,Female,Percent,35,Canada
1598,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2019,2019,Male,Percent,65,Canada
1599,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2020,2020,Female,Percent,34,Canada
1600,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2020,2020,Male,Percent,66,Canada
1601,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2021,2021,Female,Percent,34,Canada
1602,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2021,2021,Male,Percent,66,Canada
1603,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2022,2022,Female,Percent,36,Canada
1604,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2022,2022,Male,Percent,64,Canada
1605,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2023,2023,Female,Percent,37,Canada
1606,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2023,2023,Male,Percent,63,Canada
1607,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),2024 (Jan to Jun),Female,Percent,38,Canada
1608,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),2024 (Jan to Jun),Male,Percent,62,Canada
1627,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2016,2016,Female,Percent,39,Canada
1628,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2016,2016,Male,Percent,61,Canada
1629,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2017,2017,Female,Percent,33,Canada
1630,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2017,2017,Male,Percent,67,Canada
1631,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2018,2018,Female,Percent,45,Canada
1632,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2018,2018,Male,Percent,55,Canada
1633,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2019,2019,Female,Percent,31,Canada
1634,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2019,2019,Male,Percent,69,Canada
1635,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2020,2020,Female,Percent,36,Canada
1636,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2020,2020,Male,Percent,64,Canada
1637,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2021,2021,Female,Percent,36,Canada
1638,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2021,2021,Male,Percent,64,Canada
1639,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2022,2022,Female,Percent,31,Canada
1640,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2022,2022,Male,Percent,69,Canada
1641,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2023,2023,Female,Percent,42,Canada
1642,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2023,2023,Male,Percent,58,Canada
1643,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),2024 (Jan to Jun),Female,Percent,35,Canada
1644,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),2024 (Jan to Jun),Male,Percent,65,Canada
1663,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2016,2016,Female,Percent,29,Canada
1664,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2016,2016,Male,Percent,71,Canada
1665,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2017,2017,Female,Percent,25,Canada
1666,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2017,2017,Male,Percent,75,Canada
1667,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2018,2018,Female,Percent,27,Canada
1668,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2018,2018,Male,Percent,73,Canada
1669,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2019,2019,Female,Percent,28,Canada
1670,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2019,2019,Male,Percent,72,Canada
1671,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2020,2020,Female,Percent,23,Canada
1672,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2020,2020,Male,Percent,77,Canada
1673,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2021,2021,Female,Percent,25,Canada
1674,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2021,2021,Male,Percent,75,Canada
1675,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2022,2022,Female,Percent,24,Canada
1676,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2022,2022,Male,Percent,76,Canada
1677,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2023,2023,Female,Percent,26,Canada
1678,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2023,2023,Male,Percent,74,Canada
1679,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2024 (Jan to Jun),2024 (Jan to Jun),Female,Percent,27,Canada
1680,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2024 (Jan to Jun),2024 (Jan to Jun),Male,Percent,73,Canada
1699,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2016,2016,Female,Percent,32,Canada
1700,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2016,2016,Male,Percent,68,Canada
1701,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2017,2017,Female,Percent,31,Canada
1702,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2017,2017,Male,Percent,69,Canada
1703,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2018,2018,Female,Percent,37,Canada
1704,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2018,2018,Male,Percent,63,Canada
1705,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2019,2019,Female,Percent,31,Canada
1706,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2019,2019,Male,Percent,69,Canada
1707,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2020,2020,Female,Percent,30,Canada
1708,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2020,2020,Male,Percent,70,Canada
1709,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2021,2021,Female,Percent,27,Canada
1710,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2021,2021,Male,Percent,73,Canada
1711,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2022,2022,Female,Percent,21,Canada
1712,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2022,2022,Male,Percent,79,Canada
1713,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2023,2023,Female,Percent,25,Canada
1714,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2023,2023,Male,Percent,75,Canada
1715,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2024 (Jan to Jun),2024 (Jan to Jun),Female,Percent,26,Canada
1716,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2024 (Jan to Jun),2024 (Jan to Jun),Male,Percent,74,Canada
1735,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2016,2016,Female,Percent,37,Canada
1736,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2016,2016,Male,Percent,63,Canada
1737,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2017,2017,Female,Percent,41,Canada
1738,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2017,2017,Male,Percent,59,Canada
1739,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2018,2018,Female,Percent,57,Canada
1740,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2018,2018,Male,Percent,43,Canada
1741,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2019,2019,Female,Percent,52,Canada
1742,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2019,2019,Male,Percent,48,Canada
1743,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2020,2020,Female,Percent,45,Canada
1744,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2020,2020,Male,Percent,55,Canada
1745,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2021,2021,Female,Percent,40,Canada
1746,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2021,2021,Male,Percent,60,Canada
1747,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2022,2022,Female,Percent,37,Canada
1748,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2022,2022,Male,Percent,63,Canada
1749,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2023,2023,Female,Percent,36,Canada
1750,Opioids,Deaths,Sex,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2023,2023,Male,Percent,64,Canada
